rid,fid,lid_1,graph_1,ori_graph_1,lid_2,graph_2,ori_graph_2,cat_1,ori_cat_1,cat_2,ori_cat_2,ori_cple,type_cstr_1,cstr_1,ori_cstr_1,type_cstr_2,cstr_2,ori_cstr_2,complexite,ori_complexite,orientation,ori_orientation,semty_1,ori_semty_1,semty_2,ori_semty_2,sous_semty_1,sous_semty_2,ori_sous_semty_1,ori_sous_semty_2,semtyrss_1,semtyrss_2,ori_semtyrss_1,ori_semtyrss_2,rel_sem_n_1,rel_sem_n_2,ori_relsem,def_conc,ori_def_conc,def_abs,ori_def_abs,commentaires,phon_aff_1,phon_aff_2,phon_stem_1,phon_stem_2,similarity,generalization_1,generalization_2,sim_phon_1,sim_phon_2,comparison,variation_type,generalization_1_mod,generalization_2_mod,sim_phon_1_mod,sim_phon_2_mod,labels_1,labels_2,cstr_1_mod,cstr_2_mod,phon_aff_1_mod,phon_aff_2_mod,orientation_mod
r200302,f140573,l201936,freiniste,dimoc,l201926,frein,dimoc,Nf,dimoc,Nm,dimoc,dimoc,suf,Xiste,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ist,,f??n;f??n,f???;f???,"[0.75, 0.75, 0.75, 0.75]",Xn,X?,f??n,f???,  f;  ?;  ?;- n;+ ?,l?gitime,Xn,X?,f??n,f???,Nf:,Nm:,Xiste,X,.ist,,des2as
r40706,f140799,l202432,friture,tlfnome,l202342,frire,tlfnome,Nf,tlfnome,V,tlfnome,verbaction,suf,Xure,nouveau,,X,nouveau,simple,demonette1,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.y?,,f?it;f?it,;;f?i;;f?i;;;;f?i;f?i;;,"[0.0, 0.0, 0.0, 0.0, 0.8571428571428571, 0.8571428571428571, 0.0, 0.0, 0.8571428571428571, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0]",X,Y,,,,? neutraliser,X,X,f?it,f?it,Nf:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xure,X,.y?,,des2as
r112316,f141305,l184207,d?senfumer,derif,l188130,enfumer,derif,V,derif,V,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,z’fym;z’fym;z’fym;z’fym;z’fym;z’fym;z’fym;z’fym;z’fyme;z’fym?;z’fyma;z’fyme,’fym;’fym;’fym;’fym;’fym;’fym;’fym;’fym;’fyme;’fym?;’fyma;’fyme,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091]",zXe,X,z’fyme,’fym,- z;  ’;  f;  y;  m;- e,? neutraliser,X,X,??fym,??fym,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,d?1X,X,dez.,,des2as
r86033,f139092,l203577,fusion,denom,l203584,fusionnel,denom,Nf,denom,Adj,denom,denom,,X,denom,suf,Xel,denom,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.?l,fyzj??;fyzj??,fyzj?n;fyzj?n;fyzj?n;fyzj?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,fyzj??,fyzj?n,  f;  y;  z;  j;  ?;- ?;+ n,l?gitime,X?,Xn,fyzj??,fyzj?n,Nf:,Adj:,X,Xel,,.?l,as2des
r192361,f139092,l203577,fusion,dimoc,l203589,fusionnisme,dimoc,Nf,dimoc,Nm,dimoc,dimoc,,X,nouveau,suf,Xisme,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ism,fyzj??;fyzj??,fyzj?n;fyzj?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,fyzj??,fyzj?n,  f;  y;  z;  j;  ?;- ?;+ n,l?gitime,X?,Xn,fyzj??,fyzj?n,Nf:,Nm:,X,Xisme,,.ism,as2des
r200331,f139092,l203577,fusion,dimoc,l203590,fusionniste,dimoc,Nf,dimoc,Adj,nouveau,dimoc,,X,nouveau,suf,Xiste,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ist,fyzj??;fyzj??,fyzj?n;fyzj?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,fyzj??,fyzj?n,  f;  y;  z;  j;  ?;- ?;+ n,l?gitime,X?,Xn,fyzj??,fyzj?n,Nf:,Adj:,X,Xiste,,.ist,as2des
r200333,f139092,l203577,fusion,dimoc,l203592,fusionniste,dimoc,Nf,dimoc,Nm,nouveau,dimoc,,X,nouveau,suf,Xiste,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ist,fyzj??;fyzj??,fyzj?n;fyzj?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,fyzj??,fyzj?n,  f;  y;  z;  j;  ?;- ?;+ n,l?gitime,X?,Xn,fyzj??,fyzj?n,Nf:,Nm:,X,Xiste,,.ist,as2des
r41041,f148098,l215084,gŸcher,tlfnome,l215081,gŸchage,tlfnome,V,tlfnome,Nm,tlfnome,morphonette,,X,nouveau,suf,Xage,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.a?,g??;g??;g??;g??;g??;g??;g??;g??;g??e;g???;g??a;g??e,ga?;ga?,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",X?Y,XaY,g??,ga?,  g;- ?;+ a;  ?,? neutraliser,X,X,ga?,ga?,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xage,,.a?,as2des
r41043,f148098,l215084,gŸcher,tlfnome,l215081,gŸchage,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xage,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.a?,g??;g??;g??;g??;g??;g??;g??;g??;g??e;g???;g??a;g??e,ga?;ga?,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",X?Y,XaY,g??,ga?,  g;- ?;+ a;  ?,? neutraliser,X,X,ga?,ga?,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xage,,.a?,as2des
r41045,f148098,l215084,gŸcher,tlfnome,l215081,gŸchage,tlfnome,V,tlfnome,Nm,tlfnome,verbaction,,X,nouveau,suf,Xage,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.a?,g??;g??;g??;g??;g??;g??;g??;g??;g??e;g???;g??a;g??e,ga?;ga?,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",X?Y,XaY,g??,ga?,  g;- ?;+ a;  ?,? neutraliser,X,X,ga?,ga?,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xage,,.a?,as2des
r41047,f148098,l215084,gŸcher,tlfnome,l215087,gŸcheur,tlfnome,V,tlfnome,Nm,tlfnome,morphonette,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,g??;g??;g??;g??;g??;g??;g??;g??;g??e;g???;g??a;g??e,ga?;ga?,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",X?Y,XaY,g??,ga?,  g;- ?;+ a;  ?,? neutraliser,X,X,ga?,ga?,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r41049,f148098,l215084,gŸcher,tlfnome,l215087,gŸcheur,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,g??;g??;g??;g??;g??;g??;g??;g??;g??e;g???;g??a;g??e,ga?;ga?,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",X?Y,XaY,g??,ga?,  g;- ?;+ a;  ?,? neutraliser,X,X,ga?,ga?,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r112320,f141942,l184209,d?sengager,derif,l188153,engager,derif,V,derif,V,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,z’ga?;z’ga?;z’ga?;z’ga?;z’ga?;z’ga?;z’ga?;z’ga?;z’ga?e;z’ga??;z’ga?a;z’ga?e,’ga?;’ga?;’ga?;’ga?;’ga?;’ga?;’ga?;’ga?;’ga?e;’ga??;’ga?a;’ga?e,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091]",zXe,X,z’ga?e,’ga?,- z;  ’;  g;  a;  ?;- e,? neutraliser,X,X,??ga?,??ga?,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,d?1X,X,dez.,,des2as
r110865,f128894,l204955,galon,derif,l181488,d?galonner,derif,Nm,derif,V,derif,derif,,X,nouveau,pre,d?1X,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,de.,gal??;gal??,gal?n;gal?n;gal?n;gal?n;gal?n;gal?n;gal?n;gal?n;gal?ne;gal?n?;gal?na;gal?ne,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273]",X?,Xn,gal??,gal?n,  g;  a;  l;  ?;- ?;+ n,l?gitime,X?,Xn,gal??,gal?n,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,d?1X,,de.,as2des
r110864,f128894,l181488,d?galonner,derif,l204955,galon,derif,V,derif,Nm,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,gal?n;gal?n;gal?n;gal?n;gal?n;gal?n;gal?n;gal?n;gal?ne;gal?n?;gal?na;gal?ne,gal??;gal??,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273]",Xn,X?,gal?n,gal??,  g;  a;  l;  ?;- n;+ ?,l?gitime,Xn,X?,gal?n,gal??,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,d?1X,X,de.,,des2as
r110866,f128896,l181491,d?ganter,derif,l205377,gant,derif,V,derif,Nm,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,g’t;g’t;g’t;g’t;g’t;g’t;g’t;g’t;g’te;g’t?;g’ta;g’te,g’;g’,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",Xt,X,g’t,g’,  g;  ’;- t,l?gitime,Xt,X,g??t,g??,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,d?1X,X,de.,,des2as
r185036,f128896,l205390,gantilier,dimoc,l205377,gant,dimoc,Nm,dimoc,Nm,dimoc,dimoc,suf,Xilier,nouveau,,X,nouveau,complexe,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ilje,,g’t,g’;g’,"[0.8, 0.8]",Xt,X,g’t,g’,  g;  ’;- t,l?gitime,Xt,X,g??t,g??,Nm:,Nm:,Xilier,X,.ilje,,des2as
r120526,f142597,l205620,gardiennat,dimoc,l205618,gardien,dimoc,Nm,dimoc,Nm,nouveau,dimoc,suf,Xat,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.a,,ga?dj?n,ga?dj??;ga?dj??,"[0.8571428571428571, 0.8571428571428571]",Xn,X?,ga?dj?n,ga?dj??,  g;  a;  ?;  d;  j;  ?;- n;+ ?,l?gitime,Xn,X?,ga?dj?n,ga?dj??,Nm:,Nm:,Xat,X,.a,,des2as
r120527,f142597,l205618,gardien,dimoc,l205620,gardiennat,dimoc,Nm,nouveau,Nm,dimoc,dimoc,,X,nouveau,suf,Xat,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.a,ga?dj??;ga?dj??,ga?dj?n,"[0.8571428571428571, 0.8571428571428571]",X?,Xn,ga?dj??,ga?dj?n,  g;  a;  ?;  d;  j;  ?;- ?;+ n,l?gitime,X?,Xn,ga?dj??,ga?dj?n,Nm:,Nm:,X,Xat,,.a,as2des
r192422,f142844,l205919,gasconisme,dimoc,l205913,gascon,dimoc,Nm,dimoc,Nm,nouveau,dimoc,suf,Xisme,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ism,,gaskon;gaskon,gask??|gask??;|gask??,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666]",X,Y,,,,? neutraliser,Xn,X?,gaskon,gask??,Nm:,Nm:,Xisme,X,.ism,,des2as
r192426,f142844,l205929,gasconnisme,dimoc,l205913,gascon,dimoc,Nm,dimoc,Nm,nouveau,dimoc,suf,Xisme,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ism,,gask?n;gask?n,gask??|gask??;|gask??,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.0, 0.0, 0.8333333333333334, 0.8333333333333334]",X,Y,,,,? neutraliser,Xn,X?,gaskon,gask??,Nm:,Nm:,Xisme,X,.ism,,des2as
r192423,f142844,l205913,gascon,dimoc,l205919,gasconisme,dimoc,Nm,nouveau,Nm,dimoc,dimoc,,X,nouveau,suf,Xisme,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ism,gask??|gask??;|gask??,gaskon;gaskon,"[0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666]",X,Y,,,,? neutraliser,X?,Xn,gask??,gaskon,Nm:,Nm:,X,Xisme,,.ism,as2des
r192427,f142844,l205913,gascon,dimoc,l205929,gasconnisme,dimoc,Nm,nouveau,Nm,dimoc,dimoc,,X,nouveau,suf,Xisme,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ism,gask??|gask??;|gask??,gask?n;gask?n,"[0.8333333333333334, 0.8333333333333334, 0.0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.0, 0.8333333333333334]",X,Y,,,,? neutraliser,X?,Xn,gask??,gaskon,Nm:,Nm:,X,Xisme,,.ism,as2des
r110907,f138383,l206545,gazon,derif,l181519,d?gazonner,derif,Nm,derif,V,derif,derif,,X,nouveau,pre,d?1X,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,de.,g?z??|gaz??;g?z??|gaz??,g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?ne;g?z?n?;g?z?na;g?z?ne,"[0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454]",X?,Xn,g?z??,g?z?n,  g;  ?;  z;  ?;- ?;+ n,l?gitime,X?,Xn,g?z??,g?z?n,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,d?1X,,de.,as2des
r113551,f138383,l206545,gazon,derif,l188190,engazonner,derif,Nm,derif,V,derif,derif,,X,nouveau,pre,enX,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,’.,g?z??|gaz??;g?z??|gaz??,g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?n;g?z?ne;g?z?n?;g?z?na;g?z?ne,"[0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454]",X?,Xn,g?z??,g?z?n,  g;  ?;  z;  ?;- ?;+ n,l?gitime,X?,Xn,g?z??,g?z?n,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,enX,,??.,as2des
